72	46	47
91	10	83
38	8	61
51	40	73
63	10	40
18	4	27
82	8	18
39	12	4
51	10	50
31	12	38
9	46	49
23	12	88
0	24	25
14	42	78
39	10	91
27	2	57
60	34	94
29	46	63
42	22	13
0	36	41
27	12	2
49	16	90
80	24	51
98	22	11
23	2	39
90	36	0
55	46	45
25	46	40
7	24	6
12	30	0
21	10	53
12	2	54
51	34	86
59	16	19
13	20	20
80	32	7
75	2	55
72	24	95
5	2	59
32	2	97
59	42	96
50	26	53
44	8	40
34	40	62
20	30	23
87	26	46
70	2	75
81	10	98
9	10	30
72	2	32
95	30	98
35	34	15
71	30	93
16	0	91
21	42	12
74	46	94
102	8	78
12	36	22
63	6	98
81	32	69
57	8	38
77	42	12
48	10	20
95	24	90
90	46	67
60	24	50
27	42	75
101	34	30
7	46	57
16	10	57
72	24	59
65	10	22
9	34	39
8	28	78
5	30	93
80	4	102
58	30	2
74	38	20
2	12	50
72	30	48
1	16	77
1	16	13
55	4	53
10	46	55
30	46	74
29	42	73
21	42	58
59	10	99
2	42	64
12	0	100
11	34	24
6	8	102
12	26	39
50	20	94
55	46	77
79	26	13
15	10	37
95	22	47
2	36	17
62	12	76
76	2	31
39	20	88
91	16	43
76	4	49
41	48	11
0	24	3
35	26	5
5	10	16
25	22	42
78	46	77
28	34	7
93	0	19
6	32	93
91	16	44
70	20	83
45	10	55
40	26	97
49	4	30
46	46	101
49	10	18
20	46	55
51	46	49
35	2	97
52	6	50
52	20	88
91	42	58
5	0	52
28	36	37
75	38	67
84	12	17
96	22	31
23	2	85
30	22	6
3	2	32
33	30	0
77	10	75
30	26	34
22	46	13
96	2	53
83	10	101
96	38	82
60	16	61
19	42	56
2	36	21
45	0	12
88	0	50
90	16	29
43	2	95
57	12	68
21	30	52
55	22	59
99	48	69
12	26	86
64	22	15
96	22	29
52	10	91
11	12	35
69	32	80
101	30	71
70	46	77
24	8	31
18	32	84
37	46	67
49	24	21
41	0	33
103	16	15
57	16	23
80	10	77
95	26	13
72	0	93
60	48	25
34	10	53
63	10	59
65	12	19
103	26	5
70	38	44
88	12	28
3	26	62
35	0	26
53	2	85
86	10	3
2	12	14
24	20	44
67	22	39
31	8	44
9	10	46
42	0	21
49	42	96
103	12	65
13	46	43
16	0	17
28	16	63
61	4	46
16	4	10
102	30	21
22	2	53
66	46	40
32	0	7
16	10	68
87	42	8
80	42	30
12	0	35
9	46	95
11	16	1
81	30	58
49	16	34
88	12	23
26	10	82
55	38	5
27	6	52
49	26	97
35	46	95
94	38	6
19	28	50
82	22	86
20	46	6
80	10	11
53	2	81
97	24	27
90	10	75
27	46	51
95	26	101
12	12	7
40	26	13
98	46	96
39	6	50
3	42	99
66	26	85
102	8	22
86	34	66
14	42	39
53	38	62
66	46	61
82	26	101
29	8	31
32	42	99
69	48	9
73	24	36
11	40	40
97	30	80
77	42	74
70	22	49
2	20	94
82	6	78
38	30	7
7	46	94
0	8	59
67	20	30
48	36	18
3	6	12
2	20	71
23	6	50
56	12	26
74	34	23
25	4	19
97	42	37
92	34	14
18	10	66
62	30	41
50	8	24
10	42	21
27	42	80
84	8	77
47	12	4
72	12	35
17	36	79
81	22	49
63	10	57
90	8	21
94	16	91
18	6	89
33	34	102
79	6	64
72	34	27
65	48	34
0	12	50
67	10	9
67	8	59
56	42	25
10	26	81
77	26	95
44	6	28
35	34	57
75	2	73
14	2	46
5	24	21
31	46	77
84	10	80
44	6	22
26	30	14
37	30	27
73	22	95
39	34	9
35	22	42
69	12	7
21	42	99
87	30	48
93	46	5
5	46	54
6	46	97
88	6	79
101	46	5
37	46	62
1	42	70
35	10	64
3	8	11
76	30	69
59	0	52
32	12	90
23	22	31
22	10	98
16	22	32
70	38	40
48	10	103
86	22	31
95	32	65
11	22	42
78	4	4
1	6	4
25	2	92
10	30	27
15	42	53
9	24	102
86	12	52
3	32	30
1	6	80
80	2	39
26	42	20
93	12	58
83	34	36
23	42	95
77	42	9
67	30	58
24	42	48
1	24	35
10	20	74
49	42	39
66	10	27
69	42	101
30	26	45
4	24	10
57	10	10
17	46	75
80	46	63
81	10	91
102	32	26
8	46	43
34	34	15
78	36	16
75	46	9
69	6	19
26	46	46
50	6	85
47	20	28
52	30	103
41	26	59
43	48	49
96	6	76
37	30	68
37	34	83
31	8	67
26	36	28
82	10	9
66	24	64
15	16	92
6	30	90
10	10	18
65	10	89
88	30	72
26	30	0
95	30	12
90	8	103
67	4	46
36	16	96
29	16	90
40	10	66
61	12	79
33	24	6
54	34	102
33	42	103
49	48	89
96	22	95
101	38	63
16	48	33
33	6	3
2	10	54
96	0	50
28	24	51
101	0	7
98	0	93
61	4	0
87	24	43
25	0	8
5	34	41
90	10	70
68	10	42
76	2	67
11	22	54
10	16	83
1	42	96
13	10	6
90	48	25
69	46	57
56	30	0
35	2	13
12	36	48
11	12	90
33	34	70
31	8	61
28	22	46
97	8	77
15	16	3
14	20	18
60	42	69
97	10	47
96	22	46
27	10	69
20	4	87
74	32	88
10	20	51
13	2	60
23	42	43
12	8	16
46	8	24
32	42	16
97	34	15
48	10	65
11	46	39
53	22	15
51	10	68
89	22	62
49	16	35
83	10	19
54	10	94
51	2	74
15	8	62
12	42	11
5	4	15
37	32	48
16	24	70
31	2	15
35	4	60
38	8	5
50	8	59
92	24	18
103	26	82
57	20	82
70	0	0
90	10	22
93	12	16
15	8	95
62	2	1
9	34	4
63	26	75
44	4	24
103	0	33
71	32	65
80	12	23
16	34	52
51	40	96
100	6	36
40	46	42
49	48	43
67	16	32
19	20	3
49	16	103
26	42	103
53	10	98
9	0	35
74	0	91
30	0	23
40	26	3
80	0	50
9	22	34
88	22	95
76	4	30
55	10	98
38	12	50
65	30	102
59	4	14
82	4	38
77	10	86
93	26	96
44	26	45
21	36	50
14	34	35
81	0	14
26	8	8
11	26	95
53	2	55
13	40	62
53	42	44
39	22	49
36	42	45
16	0	19
34	46	85
97	30	83
26	12	56
77	34	30
74	16	39
62	42	89
2	34	98
64	4	83
18	6	28
95	30	33
74	26	70
67	22	85
4	4	28
94	10	74
43	0	22
64	10	34
102	6	82
0	30	36
29	8	57
81	40	54
22	22	29
65	12	17
33	36	48
78	32	8
83	4	64
43	48	68
100	6	16
4	10	13
14	2	1
68	20	94
4	4	73
9	48	33
86	16	7
27	48	43
102	32	8
62	22	39
78	6	67
23	4	55
73	26	99
62	12	71
31	2	57
48	10	34
62	16	25
33	48	9
69	42	34
26	48	33
47	6	68
51	46	5
4	6	46
36	0	41
4	6	43
51	0	19
11	40	94
33	46	5
20	48	41
60	24	2
38	10	58
60	4	65
80	0	68
96	30	41
34	22	51
97	8	35
35	10	85
25	0	69
22	2	89
25	16	57
69	10	79
38	34	45
18	10	74
24	42	75
59	42	64
98	46	81
67	6	64
97	12	87
46	42	48
18	32	65
30	30	16
10	6	100
47	10	103
46	8	95
73	30	90
34	48	17
18	6	88
58	10	67
76	26	13
21	12	84
92	4	19
34	48	21
47	42	76
23	22	15
69	34	78
4	10	35
8	6	97
79	4	57
25	48	90
41	48	25
55	32	56
7	14	4
69	30	24
45	22	42
91	30	80
90	10	55
66	6	100
82	30	8
44	8	62
71	16	17
90	46	44
21	6	63
78	26	10
89	22	57
80	10	65
61	8	40
5	2	95
72	46	39
63	30	27
22	30	84
59	38	6
96	46	60
50	20	76
69	8	58
39	20	8
29	42	78
14	34	11
6	0	0
31	42	53
30	32	72
92	0	69
97	4	60
40	38	6
74	46	95
0	34	65
46	42	102
75	30	84
99	34	81
62	12	50
33	10	82
13	26	57
40	32	84
21	12	90
10	42	91
51	46	40
8	36	28
12	6	97
3	10	73
1	20	67
84	36	50
98	26	61
70	8	89
18	10	99
82	8	76
86	22	49
26	24	89
20	46	85
71	10	37
55	6	18
89	0	27
12	10	18
83	4	96
23	42	82
62	26	11
46	16	90
83	10	21
74	26	75
44	8	71
45	8	32
68	34	65
75	38	59
10	42	90
1	10	8
27	20	82
19	20	98
90	10	102
14	8	38
55	2	81
39	16	74
69	36	23
96	0	0
15	16	45
56	30	38
103	0	93
74	4	36
85	16	99
53	8	22
51	48	69
37	42	25
64	2	6
29	32	100
52	42	5
41	26	95
58	10	61
81	10	13
0	10	99
39	22	1
91	36	14
32	42	93
88	2	6
102	6	18
67	38	75
38	30	33
82	4	27
34	26	5
2	42	86
27	8	38
27	42	86
51	40	6
34	26	59
11	34	68
85	10	77
14	42	28
35	8	11
64	6	82
2	6	39
12	46	29
18	6	6
87	8	45
48	46	25
11	46	89
75	12	64
75	42	43
67	26	20
16	46	94
1	20	79
73	10	65
0	42	85
22	26	10
6	16	33
14	20	44
33	34	89
17	42	33
98	48	60
72	6	10
58	48	33
18	4	29
52	20	78
72	36	79
43	22	75
55	26	9
73	26	10
17	48	32
89	38	61
21	36	68
73	0	0
77	42	56
25	46	70
36	16	85
75	2	6
95	10	74
82	4	14
76	0	52
100	10	75
50	20	44
49	10	37
95	8	62
29	42	96
84	16	1
69	10	82
24	16	25
71	12	18
3	4	19
102	20	83
21	10	80
24	10	93
95	22	86
86	10	98
99	30	24
40	10	9
18	12	38
62	40	3
31	12	24
69	26	81
97	34	68
0	30	16
86	32	33
91	48	19
87	46	40
16	46	62
72	0	36
30	22	39
13	12	19
65	32	18
100	46	47
49	10	26
35	12	65
98	26	44
49	26	13
75	10	103
13	12	17
48	4	47
59	26	13
12	12	69
31	40	101
73	12	80
17	6	56
94	6	78
98	30	78
16	8	66
43	46	42
93	36	22
70	12	64
68	10	7
85	8	64
35	8	32
97	0	7
37	6	91
89	24	8
27	6	83
39	42	62
33	46	59
35	34	2
103	26	62
100	30	50
22	2	86
79	24	11
77	42	8
100	42	26
86	22	57
82	26	22
69	48	74
10	2	54
102	16	63
20	4	13
24	30	16
34	26	95
102	42	43
74	38	34
37	32	78
63	16	83
22	22	31
37	42	45
55	32	16
75	46	99
73	8	102
13	22	10
9	40	92
95	26	45
103	46	96
13	42	42
43	0	80
42	32	80
52	20	22
57	30	36
82	16	32
93	46	62
15	8	2
81	30	93
45	26	5
7	30	30
87	42	58
43	24	103
66	30	76
90	46	39
11	0	8
51	24	64
60	40	46
36	42	20
45	40	82
40	6	88
91	8	20
47	42	95
59	8	40
74	0	103
89	46	97
57	26	77
24	6	53
24	8	62
52	42	79
68	24	32
30	6	102
18	30	33
45	10	83
6	32	26
4	10	3
65	24	61
8	24	70
70	0	38
40	4	68
72	34	0
17	6	69
45	10	70
96	30	17
28	24	42
38	8	44
7	22	60
79	30	12
91	8	32
32	32	30
50	42	78
94	30	8
14	42	64
19	20	35
4	42	44
21	10	64
32	0	69
17	10	23
97	34	24
29	10	33
103	10	89
90	10	6
61	26	32
43	2	5
69	10	40
74	0	41
51	0	90
31	12	14
65	42	51
43	40	3
78	10	20
64	24	51
102	10	100
76	12	79
12	46	62
90	10	64
16	48	69
0	36	84
8	36	52
62	10	56
34	48	101
10	42	92
5	46	42
101	10	85
75	12	102
71	42	83
96	10	100
65	10	88
8	42	45
61	32	91
47	0	14
47	20	102
47	42	5
83	10	87
53	16	7
87	42	74
2	42	47
5	26	77
68	8	95
1	42	28
98	32	71
77	32	71
3	30	4
88	46	101
87	24	59
18	4	0
81	6	18
1	16	45
100	30	102
21	12	41
37	46	82
63	10	18
62	30	69
54	30	0
31	16	32
60	42	74
77	26	61
37	46	44
87	36	0
8	30	2
73	34	7
65	10	64
64	34	33
56	2	10
87	12	90
19	6	10
92	10	55
11	2	97
20	48	19
19	6	12
31	2	46
32	16	15
11	40	5
12	32	88
45	10	102
0	4	76
9	38	3
92	26	5
34	34	68
78	10	34
100	10	81
66	24	22
92	4	41
62	2	95
5	8	18
72	4	17
83	46	32
73	6	76
34	24	71
7	8	93
71	16	100
58	12	56
85	42	71
89	12	64
24	10	33
15	42	22
35	10	102
97	42	51
16	0	41
35	0	69
7	34	22
16	6	100
76	32	87
37	12	7
91	2	34
82	20	30
32	22	10
0	12	14
79	36	91
21	12	17
94	16	19
47	2	6
6	46	60
84	46	61
83	6	38
39	10	103
15	10	56
17	24	61
61	28	72
54	10	62
37	12	69
46	30	36
102	0	2
60	34	40
66	12	36
70	32	12
33	34	64
88	30	87
22	4	83
24	8	2
92	32	30
96	2	81
100	10	55
25	46	89
30	0	22
68	46	51
6	0	68
39	10	45
50	46	66
83	34	93
52	6	62
83	6	49
87	36	27
103	12	90
5	8	44
29	8	59
77	10	47
6	46	77
31	42	96
62	42	6
89	22	49
75	6	71
64	12	80
87	42	56
96	22	49
38	2	57
100	30	22
39	42	67
19	30	83
10	20	16
71	20	30
35	8	98
68	34	20
30	30	93
20	10	83
24	36	91
33	30	27
99	0	90
66	4	63
87	24	44
50	10	58
99	4	63
67	24	19
21	48	20
89	30	35
75	34	33
24	46	63
57	2	1
82	24	17
72	42	74
93	2	10
53	22	46
38	34	103
91	16	49
71	6	96
88	46	3
93	42	45
71	30	56
73	8	96
6	30	19
19	46	29
86	10	90
34	12	103
1	38	81
24	46	66
14	46	99
38	36	65
60	34	79
83	0	18
32	26	40
100	12	19
96	0	2
100	16	18
59	12	38
10	46	15
57	42	47
9	10	15
94	38	73
100	8	91
6	10	35
31	30	7
61	4	27
20	0	8
96	10	20
64	0	27
89	22	15
63	26	53
92	12	91
54	42	25
63	48	93
69	42	45
11	30	4
41	10	86
55	8	64
28	46	13
72	46	53
47	8	78
86	12	4
100	30	88
11	0	37
6	8	88
19	20	90
11	16	46
42	46	46
21	0	33
15	4	79
15	42	81
13	10	55
29	16	92
70	26	63
1	20	71
87	42	12
20	34	27
91	2	97
30	46	51
18	4	14
37	0	84
16	36	28
6	8	47
43	22	89
58	32	80
60	42	36
39	20	58
53	30	21
72	46	89
7	34	28
63	10	94
50	10	54
80	2	73
72	10	96
101	8	3
72	8	98
18	4	1
35	36	76
36	24	70
50	2	1
34	40	67
14	42	53
58	36	28
85	34	33
58	30	0
50	34	103
55	8	78
33	46	44
57	8	59
65	12	90
27	36	84
103	42	9
9	22	13
103	42	16
93	30	2
14	20	59
13	26	29
31	16	91
13	46	59
78	6	71
47	32	58
62	32	35
4	4	88
27	2	1
20	2	11
11	34	2
40	2	44
89	22	46
80	32	93
54	16	78
60	40	31
15	16	41
36	42	91
97	46	59
21	24	59
25	34	31
69	34	55
10	10	94
103	42	51
35	30	48
86	2	81
59	42	55
26	32	102
83	4	78
43	16	19
30	34	84
87	24	49
47	30	17
95	46	54
51	34	4
67	4	49
70	22	31
54	10	44
66	4	8
29	16	91
41	42	8
91	12	35
82	6	64
3	24	71
1	42	23
68	8	59
58	26	70
10	42	32
56	42	35
4	36	58
51	12	36
61	6	102
60	24	27
6	42	43
88	4	83
55	46	32
43	0	23
99	4	10
14	12	24
1	42	48
57	16	11
51	34	39
5	32	98
72	42	51
17	28	68
33	42	77
101	8	103
54	10	18
68	32	19
79	2	31
92	40	46
44	10	51
24	10	37
85	30	87
76	36	19
56	30	88
98	4	100
47	16	7
79	30	8
42	2	51
45	10	78
83	4	89
93	46	31
76	4	1
13	42	99
76	22	47
64	32	93
44	22	85
22	0	2
80	6	62
46	10	74
3	12	35
100	30	78
39	10	77
16	16	81
23	22	1
1	42	78
90	42	12
37	0	19
42	2	74
21	34	30
76	36	35
66	26	89
56	22	3
0	6	63
62	12	68
70	0	2
85	34	7
21	36	0
44	4	29
86	0	2
11	46	70
75	20	83
32	12	65
31	34	25
20	16	45
77	30	83
99	30	2
4	30	41
12	22	13
98	46	53
76	26	101
21	48	34
68	42	89
27	24	60
38	48	30
37	12	56
18	4	46
73	26	74
23	42	5
82	32	65
87	12	17
55	2	6
74	30	68
64	46	60
66	46	95
14	42	75
43	48	38
46	8	15
64	12	48
5	24	65
37	26	86
83	34	33
100	42	42
36	2	10
50	32	19
10	10	44
2	16	101
2	10	10
22	32	56
93	6	65
71	30	36
6	0	38
64	2	73
66	46	5
91	10	75
61	38	89
14	10	7
68	48	30
55	32	26
48	0	38
1	20	95
45	12	90
8	12	56
29	10	37
43	26	101
40	30	69
96	32	8
30	32	35
17	6	74
90	36	50
28	4	83
62	42	83
39	10	101
80	4	85
82	30	58
14	20	82
100	30	68
84	24	95
24	46	51
18	30	36
41	42	10
56	10	61
7	42	101
40	46	54
80	32	36
2	34	45
55	38	61
49	10	12
96	12	88
19	34	30
77	38	63
29	16	45
4	36	8
54	6	87
47	10	72
73	2	81
74	34	52
14	8	27
72	2	97
7	8	52
62	12	2
3	6	16
60	10	52
24	4	82
94	4	50
9	22	97
69	46	15
93	26	85
102	46	34
42	10	67
98	16	46
50	20	67
22	2	70
101	12	19
70	2	47
83	32	16
54	0	41
102	10	25
96	6	18
58	46	57
90	30	76
100	42	93
71	6	89
23	10	3
100	10	85
15	10	12
91	10	22
31	12	0
103	0	37
28	4	47
67	16	100
92	10	48
38	6	39
28	2	75
85	10	25
33	18	79
32	10	53
62	42	70
47	22	1
1	8	49
95	10	16
62	2	40
93	30	27
76	46	10
3	46	85
23	10	11
66	40	6
69	10	5
88	24	9
74	12	58
84	8	72
3	22	54
65	32	79
101	46	82
36	10	24
97	10	96
50	36	84
83	22	40
20	4	77
84	42	8
36	10	61
59	24	90
36	42	11
39	22	15
55	26	10
93	46	49
34	2	11
26	8	58
95	42	102
32	8	34
100	42	99
83	46	92
53	20	102
44	22	39
66	10	14
70	8	22
8	48	63
59	22	81
71	30	98
6	22	31
49	10	22
8	42	98
3	24	50
72	24	67
22	12	48
30	34	11
84	24	59
62	32	103
16	24	55
81	8	48
11	4	17
37	26	85
66	12	37
8	30	30
70	46	99
51	48	7
20	4	3
78	32	12
79	8	76
34	34	46
15	8	31
10	10	64
30	30	36
51	46	59
95	12	50
5	26	13
10	26	96
95	4	1
48	6	79
31	20	43
44	28	35
68	8	2
86	46	77
61	30	7
53	42	79
97	42	99
60	34	71
28	6	82
48	26	10
74	46	40
56	48	33
81	8	64
93	26	47
70	6	18
63	10	38
103	46	75
56	36	52
82	26	97
49	12	68
39	8	23
19	16	59
78	26	99
46	46	51
10	6	72
17	34	30
45	16	31
11	0	36
81	46	42
54	16	88
66	38	3
36	10	5
70	10	34
59	20	30
83	34	7
43	4	18
50	36	21
25	22	10
81	46	63
14	10	10
63	16	28
100	46	6
10	10	95
99	46	44
52	30	19
69	10	62
17	6	7
90	30	83
42	22	77
46	8	49
44	30	36
23	12	52
24	8	38
13	12	41
7	46	1
90	4	19
10	30	2
100	10	52
88	42	43
84	46	94
42	12	8
71	2	94
25	30	64
84	48	20
39	16	36
38	8	62
86	34	99
18	8	71
48	4	23
60	8	32
37	32	80
5	16	100
1	42	64
74	22	32
26	46	29
33	48	93
102	10	19
101	40	62
33	48	99
92	26	61
62	10	9
87	34	30
61	26	3
77	48	34
87	30	83
21	36	38
88	2	86
40	38	81
21	24	49
31	10	93
94	30	12
1	42	75
98	10	102
61	4	15
54	10	95
10	30	0
68	2	46
0	4	82
14	34	3
13	42	56
14	42	22
54	4	99
18	30	26
41	34	18
53	32	58
21	8	77
7	8	56
80	30	100
68	36	90
5	2	31
55	30	90
78	8	96
6	8	55
94	38	75
38	34	92
19	28	0
14	12	50
98	30	88
79	30	58
69	42	20
103	8	34
21	26	46
56	24	89
48	6	5
33	18	18
39	20	89
4	24	54
53	48	83
97	24	2
48	22	95
36	36	88
37	30	14
100	42	37
71	16	72
8	10	79
41	42	36
60	42	26
55	10	19
81	42	30
41	48	98
4	36	12
52	4	73
96	34	69
45	0	26
54	42	72
98	0	58
33	32	4
59	30	7
6	8	85
25	30	22
101	10	6
29	42	55
76	4	46
76	46	42
35	36	79
67	6	80
33	46	15
87	26	31
99	26	96
21	8	45
92	8	103
47	32	8
30	0	48
50	20	71
12	4	66
56	24	73
6	26	63
90	10	1
14	8	31
71	4	2
100	20	82
53	22	57
63	20	36
28	22	59
59	8	44
16	34	47
46	40	77
34	24	76
18	4	24
34	12	93
4	4	89
6	10	32
54	2	32
14	42	86
76	4	29
17	24	43
68	20	61
34	26	49
23	8	78
64	6	94
85	12	80
22	34	69
56	24	75
76	4	0
78	10	25
98	12	72
7	30	71
61	2	62
37	12	58
85	40	42
57	42	64
12	42	98
59	2	94
63	34	80
32	16	59
81	22	46
28	10	65
24	14	98
24	6	4
30	30	56
55	46	3
51	24	48
29	12	68
50	48	30
52	36	69
59	4	2
99	0	100
60	40	1
58	10	5
62	10	36
63	38	20
62	40	101
64	0	2
75	46	74
102	30	65
22	24	99
22	2	55
71	10	74
59	12	76
60	8	41
98	0	37
46	8	62
21	10	55
13	38	54
51	8	66
26	8	42
18	2	5
20	6	56
79	30	37
73	32	8
44	4	57
37	46	15
47	46	32
4	10	45
7	42	11
40	2	59
21	10	78
90	42	9
95	8	40
84	34	30
88	30	103
85	8	102
5	24	19
78	22	95
98	46	39
27	20	61
10	42	25
38	8	79
26	32	80
39	16	33
54	42	98
89	12	80
60	10	102
0	46	9
26	42	45
94	0	23
61	26	25
9	0	91
30	34	19
47	10	25
26	36	22
99	30	79
22	18	41
54	6	65
15	20	61
93	0	91
54	40	53
98	0	69
70	30	41
90	8	34
4	6	38
11	0	69
44	0	23
65	30	83
40	26	20
10	6	17
76	2	61
69	6	100
7	10	95
71	46	92
80	2	53
67	26	77
71	6	70
90	34	24
94	6	48
28	10	17
78	34	7
54	10	38
50	20	61
71	10	7
79	24	34
80	6	18
69	10	18
71	6	102
50	10	12
53	30	93
6	22	49
93	46	44
1	42	39
5	22	86
77	8	103
95	6	22
11	16	29
74	4	10
82	30	93
59	30	41
76	4	50
69	48	51
58	46	31
80	22	15
53	10	100
14	42	4
101	10	48
102	2	49
52	46	11
75	22	15
102	0	68
6	22	1
28	26	54
8	10	95
94	8	40
35	42	99
94	32	87
99	32	78
69	10	44
63	26	70
19	46	57
10	42	3
79	6	48
66	40	75
9	10	38
100	8	25
68	8	15
64	0	38
79	8	40
103	10	83
10	42	34
2	10	36
33	32	23
15	8	0
98	22	66
20	0	33
81	10	45
29	26	77
92	10	88
48	10	19
70	30	90
97	10	86
97	12	84
87	10	86
97	10	88
52	46	45
103	0	7
101	30	52
77	0	33
38	42	88
30	46	66
98	36	50
20	46	89
102	46	3
28	36	16
38	26	32
74	30	83
80	2	70
56	42	72
88	0	27
50	6	39
99	22	77
63	10	82
20	26	43
32	26	5
102	8	55
84	30	28
55	10	17
79	32	87
23	46	13
34	4	13
11	16	49
65	42	16
97	42	16
46	8	29
67	10	7
27	2	15
91	36	24
38	0	52
40	30	36
90	42	8
103	2	77
57	2	15
75	12	80
65	42	99
89	6	71
58	12	7
89	12	48
99	30	71
103	26	59
59	24	21
15	34	65
22	46	92
68	48	43
65	12	91
71	2	59
15	4	18
81	42	59
55	30	72
99	4	36
43	4	62
26	46	1
28	12	80
72	42	12
51	10	30
16	0	72
21	8	91
66	22	45
98	48	41
56	10	31
36	6	90
92	38	42
82	30	56
44	36	21
34	22	42
20	4	91
86	34	9
91	42	51
8	24	6
35	8	103
87	26	57
5	26	32
30	0	4
94	2	5
43	0	28
83	46	25
78	22	59
60	34	82
57	8	14
69	42	3
56	2	74
41	48	45
54	38	97
34	34	2
13	46	61
83	48	4
67	24	17
97	4	41
65	34	57
92	10	70
2	36	4
8	42	20
97	34	29
96	8	89
36	4	63
26	2	74
87	8	97
38	24	101
21	8	11
19	46	89
76	36	21
98	48	84
72	30	23
52	46	60
13	12	21
99	42	98
65	26	95
41	48	3
67	12	79
30	26	3
90	34	30
32	16	24
87	46	81
39	26	63
90	6	63
49	6	52
88	32	58
17	46	55
102	46	77
54	8	56
98	34	38
0	36	91
30	2	5
50	30	36
103	46	73
25	48	13
103	34	24
14	42	73
67	30	8
5	0	80
45	10	28
7	10	59
3	46	47
88	22	1
15	10	26
22	2	73
6	8	70
68	6	4
65	48	98
60	40	29
7	34	75
74	48	33
52	4	75
35	10	55
8	0	91
18	46	10
83	46	20
26	0	90
38	24	97
67	8	71
53	0	27
101	24	2
80	0	14
18	30	93
87	8	91
23	32	22
83	6	15
48	26	54
19	42	54
100	24	59
48	24	66
46	8	50
31	42	64
41	48	35
20	4	92
101	30	18
2	42	6
7	42	65
16	24	89
68	4	18
27	34	103
6	8	89
65	46	81
68	8	24
27	42	78
78	16	63
40	38	89
40	12	76
27	42	96
75	0	38
99	46	57
19	46	31
44	38	89
66	0	87
5	8	40
43	22	6
10	42	13
21	46	73
27	36	90
19	30	28
58	12	36
16	30	18
29	42	81
94	16	34
27	34	34
78	12	80
4	4	70
87	42	51
100	8	35
11	30	23
101	10	102
79	2	94
66	4	42
102	22	57
55	4	85
22	30	19
6	38	94
90	46	85
22	6	44
67	16	45
71	6	64
99	6	17
33	16	39
27	42	64
67	12	38
84	8	11
45	8	20
95	10	37
1	20	44
69	24	86
101	30	4
3	46	39
49	10	51
98	34	2
16	2	74
4	42	62
102	0	0
31	10	42
87	46	39
13	10	78
34	10	97
60	42	99
7	8	69
58	46	62
78	6	40
56	32	102
54	0	17
64	6	40
38	36	84
11	8	25
1	30	16
20	46	53
20	34	38
49	8	62
95	30	72
44	38	73
19	24	1
40	4	46
51	22	60
31	10	99
102	10	17
19	8	60
76	6	89
49	42	78
